RefDes,MPN,Package,Pin,Pin_Name,Direction,RevA_Net,Disposition,Required_Network,Authority,Notes
U16,SN74AXC8T245PWR,TSSOP-24_PW,20,B2,OUTPUT,CELL_STATUS,FUNCTION_LOCKED,100 kOhm pull-down to GND_MODEM at MCU-side net,TI_SCES875C_RevC,STM32 PD13 input; LOW is modem-off safe state
U16,SN74AXC8T245PWR,TSSOP-24_PW,21,B1,OUTPUT,CELL_RX,FUNCTION_LOCKED,100 kOhm pull-up to 3V3_DIGITAL at MCU-side net,TI_SCES875C_RevC,STM32 PB7 USART1_RX; firmware ignores UART until CELL_STATUS is HIGH
U16,SN74AXC8T245PWR,TSSOP-24_PW,22,OE,INPUT,GND_MODEM,STRAP_DIRECT_LOW,Direct tie to GND_MODEM,TI_SCES875C_RevC,Always enabled when both rails are valid; VCC isolation applies when VDD_EXT is off
U16,SN74AXC8T245PWR,TSSOP-24_PW,23,VCCB,POWER,3V3_DIGITAL,SUPPLY_LOCKED,100 nF local bypass to GND_MODEM,TI_SCES875C_RevC,MCU-side supply; verify local voltage and ground offset during 2G burst
U16,SN74AXC8T245PWR,TSSOP-24_PW,24,VCCB,POWER,3V3_DIGITAL,SUPPLY_LOCKED,100 nF local bypass to GND_MODEM,TI_SCES875C_RevC,Second VCCB pin on the same 3V3_DIGITAL plane
Q1,"MMBT3904,215",SOT23,1,B,INPUT,CELL_PWRKEY_B,FUNCTION_LOCKED,4.7 kOhm series from CELL_PWRKEY_CMD plus 47 kOhm base-emitter pull-down,Nexperia_MMBT3904_v5,STM32 PD11 HIGH asserts the active-LOW U8 PWRKEY collector
Q1,"MMBT3904,215",SOT23,2,E,POWER,GND_MODEM,GROUND_LOCKED,Direct to GND_MODEM,Nexperia_MMBT3904_v5,Emitter references the BG95 control domain
Q1,"MMBT3904,215",SOT23,3,C,OPEN_COLLECTOR,U8_PWRKEY_N,FUNCTION_LOCKED,Direct to U8 pin 15 plus 10 nF to GND_MODEM and test point,Nexperia_MMBT3904_v5,Collector saturation must remain below Quectel VILmax 0.45 V
Q2,"MMBT3904,215",SOT23,1,B,INPUT,CELL_RESET_B,FUNCTION_LOCKED,4.7 kOhm series from CELL_RESET_N_CMD plus 47 kOhm base-emitter pull-down,Nexperia_MMBT3904_v5,STM32 PD12 HIGH asserts the active-LOW U8 RESET_N collector
Q2,"MMBT3904,215",SOT23,2,E,POWER,GND_MODEM,GROUND_LOCKED,Direct to GND_MODEM,Nexperia_MMBT3904_v5,Emitter references the BG95 control domain
Q2,"MMBT3904,215",SOT23,3,C,OPEN_COLLECTOR,U8_RESET_N,FUNCTION_LOCKED,Direct to U8 pin 17 and test point with no large capacitance,Nexperia_MMBT3904_v5,Emergency reset collector; PWRKEY and RESET_N commands must never overlap
