Net_Name,Route_Class,Reference_Domain,Topology,Impedance_Target,Geometry_Rule,Pair_Group,Pair_Mate,Length_Group,Length_Rule,Layer_Rule,Via_Rule,Priority,Source_Authority,Status
FAULT,LOW_SPEED_CONTROL,GND_DIGITAL,POINT_TO_POINT_OR_STATIC_STRAP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_MCU_PIN_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GND_DIGITAL,RETURN_PLANE,SELF,DOMAIN_PLANE_NO_PCB_MAIN_NET_TIE,NOT_CONTROLLED_IMPEDANCE,PLANE_GEOMETRY_AND_VOID_REVIEW_B,,,,NOT_APPLICABLE,DEDICATED_DOMAIN_PLANE_GEOMETRY_REVIEW_B,STITCH_WITHIN_DOMAIN_NEVER_JOIN_DOMAINS_ON_PCB_MAIN,P0,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GROUND_DOMAIN_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GND_MIC,RETURN_PLANE,SELF,DOMAIN_PLANE_NO_PCB_MAIN_NET_TIE,NOT_CONTROLLED_IMPEDANCE,PLANE_GEOMETRY_AND_VOID_REVIEW_B,,,,NOT_APPLICABLE,DEDICATED_DOMAIN_PLANE_GEOMETRY_REVIEW_B,STITCH_WITHIN_DOMAIN_NEVER_JOIN_DOMAINS_ON_PCB_MAIN,P0,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GROUND_DOMAIN_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GND_MODEM,RETURN_PLANE,SELF,DOMAIN_PLANE_NO_PCB_MAIN_NET_TIE,NOT_CONTROLLED_IMPEDANCE,PLANE_GEOMETRY_AND_VOID_REVIEW_B,,,,NOT_APPLICABLE,DEDICATED_DOMAIN_PLANE_GEOMETRY_REVIEW_B,STITCH_WITHIN_DOMAIN_NEVER_JOIN_DOMAINS_ON_PCB_MAIN,P0,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GROUND_DOMAIN_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_ANT_BIAS_RAW,POWER_RAIL,GND_DIGITAL,PLANE_OR_SHORT_WIDE_BRANCH,NOT_CONTROLLED_IMPEDANCE,WIDTH_FROM_LOAD_CURRENT_DC_DROP_AND_THERMAL_REVIEW,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_ANT_DETECT,ANALOG_SENSE_BIAS,GND_DIGITAL,POINT_TO_POINT_OR_SUPERVISOR_NETWORK,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_ANT_DIV,ANALOG_SENSE_BIAS,GND_DIGITAL,POINT_TO_POINT_OR_SUPERVISOR_NETWORK,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_ANT_GATE,ANALOG_SENSE_BIAS,GND_DIGITAL,POINT_TO_POINT_OR_SUPERVISOR_NETWORK,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_ANT_OFF_N,ANALOG_SENSE_BIAS,GND_DIGITAL,POINT_TO_POINT_OR_SUPERVISOR_NETWORK,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_ANT_SHORT_N,ANALOG_SENSE_BIAS,GND_DIGITAL,POINT_TO_POINT_OR_SUPERVISOR_NETWORK,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_ANT_SWITCHED,POWER_RAIL,GND_DIGITAL,PLANE_OR_SHORT_WIDE_BRANCH,NOT_CONTROLLED_IMPEDANCE,WIDTH_FROM_LOAD_CURRENT_DC_DROP_AND_THERMAL_REVIEW,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_PPS_U1,EDGE_CLOCK,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_CONTROLLED_FANOUT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_PPS_U9,EDGE_CLOCK,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_CONTROLLED_FANOUT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_RF_ANT_BIASED,RF_50OHM,GND_DIGITAL,SERIES_CHAIN_NO_STUB,50_OHM_SINGLE_ENDED_FACTORY_STACKUP_PENDING,NO_NUMERIC_WIDTH_UNTIL_FACTORY_STACKUP,,,,MINIMIZE_SERIES_PATH_NO_TEE,SAME_OUTER_LAYER_CHAIN_OVER_UNINTERRUPTED_REFERENCE,ZERO_SIGNAL_VIA_TARGET_JUSTIFY_ANY_AND_ADD_RETURN_VIAS,P0,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_RF_DC_BLOCK,RF_50OHM,GND_DIGITAL,SERIES_CHAIN_NO_STUB,50_OHM_SINGLE_ENDED_FACTORY_STACKUP_PENDING,NO_NUMERIC_WIDTH_UNTIL_FACTORY_STACKUP,,,,MINIMIZE_SERIES_PATH_NO_TEE,SAME_OUTER_LAYER_CHAIN_OVER_UNINTERRUPTED_REFERENCE,ZERO_SIGNAL_VIA_TARGET_JUSTIFY_ANY_AND_ADD_RETURN_VIAS,P0,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_RF_FILTERED,RF_50OHM,GND_DIGITAL,SERIES_CHAIN_NO_STUB,50_OHM_SINGLE_ENDED_FACTORY_STACKUP_PENDING,NO_NUMERIC_WIDTH_UNTIL_FACTORY_STACKUP,,,,MINIMIZE_SERIES_PATH_NO_TEE,SAME_OUTER_LAYER_CHAIN_OVER_UNINTERRUPTED_REFERENCE,ZERO_SIGNAL_VIA_TARGET_JUSTIFY_ANY_AND_ADD_RETURN_VIAS,P0,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_RX_U1,UART_SIGNAL,GND_DIGITAL,POINT_TO_POINT_SERIES_SEGMENT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_RX_U9,UART_SIGNAL,GND_DIGITAL,POINT_TO_POINT_SERIES_SEGMENT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_TX_U1,UART_SIGNAL,GND_DIGITAL,POINT_TO_POINT_SERIES_SEGMENT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
GNSS_TX_U9,UART_SIGNAL,GND_DIGITAL,POINT_TO_POINT_SERIES_SEGMENT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_GNSS_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
HW_REV0,LOW_SPEED_CONTROL,GND_DIGITAL,POINT_TO_POINT_OR_STATIC_STRAP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_MCU_PIN_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
HW_REV1,LOW_SPEED_CONTROL,GND_DIGITAL,POINT_TO_POINT_OR_STATIC_STRAP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_MCU_PIN_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
I2C2_SCL_BUS,I2C_OPEN_DRAIN,GND_DIGITAL,OPEN_DRAIN_MULTI_DROP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
I2C2_SCL_U1,I2C_OPEN_DRAIN,GND_DIGITAL,OPEN_DRAIN_MULTI_DROP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
I2C2_SDA_BUS,I2C_OPEN_DRAIN,GND_DIGITAL,OPEN_DRAIN_MULTI_DROP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
I2C2_SDA_U1,I2C_OPEN_DRAIN,GND_DIGITAL,OPEN_DRAIN_MULTI_DROP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_STORAGE_SENSOR_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_BUSY,LOW_SPEED_CONTROL,GND_DIGITAL,POINT_TO_POINT_OR_STATIC_STRAP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_DIO1,LOW_SPEED_CONTROL,GND_DIGITAL,POINT_TO_POINT_OR_STATIC_STRAP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_MISO_U1,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,LORA_SPI_U1,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_MISO_U10,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,LORA_SPI_U10,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_MOSI_U1,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,LORA_SPI_U1,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_MOSI_U10,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,LORA_SPI_U10,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_NSS_U1,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,LORA_SPI_U1,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_NSS_U10,EDGE_DATA,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_POINT_TO_POINT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,LORA_SPI_U10,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_RESET_N,LOW_SPEED_CONTROL,GND_DIGITAL,POINT_TO_POINT_OR_STATIC_STRAP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_RF_ANT,RF_50OHM,GND_DIGITAL,SERIES_CHAIN_NO_STUB,50_OHM_SINGLE_ENDED_FACTORY_STACKUP_PENDING,NO_NUMERIC_WIDTH_UNTIL_FACTORY_STACKUP,,,,MINIMIZE_SERIES_PATH_NO_TEE,SAME_OUTER_LAYER_CHAIN_OVER_UNINTERRUPTED_REFERENCE,ZERO_SIGNAL_VIA_TARGET_JUSTIFY_ANY_AND_ADD_RETURN_VIAS,P0,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_RF_MODULE,RF_50OHM,GND_DIGITAL,SERIES_CHAIN_NO_STUB,50_OHM_SINGLE_ENDED_FACTORY_STACKUP_PENDING,NO_NUMERIC_WIDTH_UNTIL_FACTORY_STACKUP,,,,MINIMIZE_SERIES_PATH_NO_TEE,SAME_OUTER_LAYER_CHAIN_OVER_UNINTERRUPTED_REFERENCE,ZERO_SIGNAL_VIA_TARGET_JUSTIFY_ANY_AND_ADD_RETURN_VIAS,P0,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_RXEN,LOW_SPEED_CONTROL,GND_DIGITAL,POINT_TO_POINT_OR_STATIC_STRAP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_SCK_U1,EDGE_CLOCK,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_CONTROLLED_FANOUT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,LORA_SPI_U1,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_SCK_U10,EDGE_CLOCK,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_CONTROLLED_FANOUT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,LORA_SPI_U10,GROUP_SKEW_BUDGET_REQUIRES_TIMING_AND_SI_REVIEW,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LORA_TXEN,LOW_SPEED_CONTROL,GND_DIGITAL,POINT_TO_POINT_OR_STATIC_STRAP,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P2,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_LORA_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
LSE_IN,EDGE_CLOCK,GND_DIGITAL,SOURCE_SERIES_SEGMENT_OR_CONTROLLED_FANOUT,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS_RETURN_VIA_AT_EACH_LAYER_CHANGE,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_MCU_PIN_AUTHORITY_REV_A.md;hardware/PCB_MAIN_PASSIVE_SUPPORT_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
MIC_WAKE,MIC_WAKE_SIGNAL,GND_DIGITAL,POINT_TO_POINT_OR_CONTROLLED_OR_TREE,NOT_CONTROLLED_IMPEDANCE,FABRICATOR_MINIMUMS_AND_REVIEW_B,,,,NOT_APPLICABLE,SIGNAL_LAYER_WITH_CONTINUOUS_LOCAL_REFERENCE,MINIMIZE_TRANSITIONS,P1,hardware/kicad/PCB_RULES.md;hardware/PCB_MAIN_AUDIO_LOGIC_AUTHORITY_REV_A.md,PRE_ROUTE_CONSTRAINT_CONTROLLED_ROUTING_NOT_COMPLETE
